,experiment,lambda_entropy,n_inp,depth,n_selection_heads,samples,n_iteration,rmse,formula
0,math1,1,2,2,2,320,2,45.52897374131524,0.001*x_1**2 - 0.001*x_1*x_2 - 0.012*x_1 - 0.e-3*x_2**3 - 0.e-3*x_2**2 + 0.001*x_2*cos(x_1) - 0.e-3*x_2 + 0.016*sin(x_2) + 0.096*sin(0.016*x_1 + 0.011*x_2**2 + 0.011*x_2 - 0.019*cos(x_1) + 0.012) + 0.03*cos(x_1) - 0.023*cos(x_2) - 0.047*cos(0.134*x_1 - 0.015*x_2)
1,math1,1,2,2,2,320,3,44.49631952565538,0.037*x_1**2 - 0.018*x_1*x_2 + 0.018*x_1 - 0.012*x_2**2 + 0.023*x_2 - 0.014*sin(x_1) - 0.014*cos(0.014*x_2**2 + 0.047*x_2 - 0.011*sin(x_2))
